username,account_label,user_image,total_followers,engagement_rate,total_likes,total_comments,TotalPosts,ConsideredPosts
theshilpashetty,"Shilpa Shetty Kundra",https://instagram.fbom8-1.fna.fbcdn.net/vp/e7233fae85002c53e8cad9728e4cf858/5E4E28EF/t51.2885-19/s320x320/61932913_640166516479497_2720129180854386688_n.jpg?_nc_ht=instagram.fbom8-1.fna.fbcdn.net,13805392,0.16,2170321,8056,2166,12
